"U_UCZELNIA_ID";"U_NAZWA_UCZELNI";"U_QS_CONTINUATION_RATE_1617";"U_QS_CONTINUATION_RATE_1718";"U_QS_CONTINUATION_RATE_1819";"U_QS_N_ABS_1ST_1617";"U_QS_N_ABS_2ST_1617";"U_QS_N_ABS_JMGR_1617";"U_QS_N_ABS_DR_1617";"U_QS_N_PRACA_1ST_1617";"U_QS_N_PRACA_2ST_1617";"U_QS_N_PRACA_JMGR_1617";"U_QS_N_PRACA_DR_1617";"U_QS_N_BEZR_1ST_1617";"U_QS_N_BEZR_2ST_1617";"U_QS_N_BEZR_JMGR_1617";"U_QS_N_BEZR_DR_1617";"U_QS_N_STUD_1ST_1617";"U_QS_N_STUD_2ST_1617";"U_QS_N_STUD_JMGR_1617";"U_QS_N_STUD_DR_1617";"U_QS_N_UNABLE_1ST_1617";"U_QS_N_UNABLE_2ST_1617";"U_QS_N_UNABLE_JMGR_1617";"U_QS_N_UNABLE_DR_1617";"U_QS_N_ABS_1ST_1718";"U_QS_N_ABS_2ST_1718";"U_QS_N_ABS_JMGR_1718";"U_QS_N_ABS_DR_1718";"U_QS_N_PRACA_1ST_1718";"U_QS_N_PRACA_2ST_1718";"U_QS_N_PRACA_JMGR_1718";"U_QS_N_PRACA_DR_1718";"U_QS_N_BEZR_1ST_1718";"U_QS_N_BEZR_2ST_1718";"U_QS_N_BEZR_JMGR_1718";"U_QS_N_BEZR_DR_1718";"U_QS_N_STUD_1ST_1718";"U_QS_N_STUD_2ST_1718";"U_QS_N_STUD_JMGR_1718";"U_QS_N_STUD_DR_1718";"U_QS_N_UNABLE_1ST_1718";"U_QS_N_UNABLE_2ST_1718";"U_QS_N_UNABLE_JMGR_1718";"U_QS_N_UNABLE_DR_1718";"U_QS_N_ABS_1ST_1819";"U_QS_N_ABS_2ST_1819";"U_QS_N_ABS_JMGR_1819";"U_QS_N_ABS_DR_1819";"U_QS_N_PRACA_1ST_1819";"U_QS_N_PRACA_2ST_1819";"U_QS_N_PRACA_JMGR_1819";"U_QS_N_PRACA_DR_1819";"U_QS_N_BEZR_1ST_1819";"U_QS_N_BEZR_2ST_1819";"U_QS_N_BEZR_JMGR_1819";"U_QS_N_BEZR_DR_1819";"U_QS_N_STUD_1ST_1819";"U_QS_N_STUD_2ST_1819";"U_QS_N_STUD_JMGR_1819";"U_QS_N_STUD_DR_1819";"U_QS_N_UNABLE_1ST_1819";"U_QS_N_UNABLE_2ST_1819";"U_QS_N_UNABLE_JMGR_1819";"U_QS_N_UNABLE_DR_1819";"U_QS_N_ABS_1ST_1920";"U_QS_N_ABS_2ST_1920";"U_QS_N_ABS_JMGR_1920";"U_QS_N_ABS_DR_1920";"U_QS_N_PRACA_1ST_1920";"U_QS_N_PRACA_2ST_1920";"U_QS_N_PRACA_JMGR_1920";"U_QS_N_PRACA_DR_1920";"U_QS_N_BEZR_1ST_1920";"U_QS_N_BEZR_2ST_1920";"U_QS_N_BEZR_JMGR_1920";"U_QS_N_BEZR_DR_1920";"U_QS_N_STUD_1ST_1920";"U_QS_N_STUD_2ST_1920";"U_QS_N_STUD_JMGR_1920";"U_QS_N_STUD_DR_1920";"U_QS_N_UNABLE_1ST_1920";"U_QS_N_UNABLE_2ST_1920";"U_QS_N_UNABLE_JMGR_1920";"U_QS_N_UNABLE_DR_1920";"U_QS_STUDENT_ENTREPRENEURSHIPS_1617";"U_QS_STUDENT_ENTREPRENEURSHIPS_1718";"U_QS_STUDENT_ENTREPRENEURSHIPS_1819";"U_QS_STUDENT_ENTREPRENEURSHIPS_1920";"U_GRUP_UNEMPLOYMENT_1ST_1617";"U_GRUP_UNEMPLOYMENT_MGR_1617";"U_GRUP_UNEMPLOYMENT_DR_1617";"U_GRUP_UNEMPLOYMENT_1ST_1718";"U_GRUP_UNEMPLOYMENT_MGR_1718";"U_GRUP_UNEMPLOYMENT_DR_1718";"U_GRUP_UNEMPLOYMENT_1ST_1819";"U_GRUP_UNEMPLOYMENT_MGR_1819";"U_GRUP_UNEMPLOYMENT_DR_1819";"U_GRUP_UNEMPLOYMENT_1ST_1920";"U_GRUP_UNEMPLOYMENT_MGR_1920";"U_GRUP_UNEMPLOYMENT_DR_1920";"U_UMULTI_UNEMPLOYMENT_1ST_1617";"U_UMULTI_UNEMPLOYMENT_2ST_1617";"U_UMULTI_UNEMPLOYMENT_JMGR_1617";"U_UMULTI_UNEMPLOYMENT_1ST_1718";"U_UMULTI_UNEMPLOYMENT_2ST_1718";"U_UMULTI_UNEMPLOYMENT_JMGR_1718";"U_UMULTI_UNEMPLOYMENT_1ST_1819";"U_UMULTI_UNEMPLOYMENT_2ST_1819";"U_UMULTI_UNEMPLOYMENT_JMGR_1819";"U_UMULTI_REGION_1ST_1617";"U_UMULTI_REGION_2ST_1617";"U_UMULTI_REGION_JMGR_1617";"U_UMULTI_REGION_1ST_1718";"U_UMULTI_REGION_2ST_1718";"U_UMULTI_REGION_JMGR_1718";"U_UMULTI_REGION_1ST_1819";"U_UMULTI_REGION_2ST_1819";"U_UMULTI_REGION_JMGR_1819";"U_UMULTI_N_16";"U_UMULTI_N_17";"U_UMULTI_N_18";"U_UMULTI_N_19";"U_UMULTI_N_20";"U_UMULTI_NFIRM_18";"U_UMULTI_NFIRM_19";"U_UMULTI_NFIRM_20";"U_UMULTI_NFIRM_21"
2322;"Wyższa Szkoła Ekonomii, Prawa i Nauk Medycznych im. prof. Edwarda Lipińskiego w Kielcach";53,1;53,8;58,8;503;171;60;0;336;133;39;0;27;10;5;0;85;0;1;0;13;4;0;0;431;333;67;0;300;286;49;0;32;18;3;0;63;2;4;0;5;7;1;0;413;530;50;0;288;476;36;0;21;11;3;0;62;2;1;0;8;10;1;0;335;221;38;0;241;182;33;0;22;9;1;0;38;5;1;0;6;7;0;0;63;50;56;43;8,3;14,7;;7;5,8;;7,5;2,4;;8,4;5,4;;6,3;6;7,4;10,1;5,7;4,9;7,9;2,2;4,5;56,7;72,9;55;59,3;83,4;71,6;63,9;85,3;54;816;748;885;1001;746;116;133;121;119
2324;"Wyższa Szkoła Administracji Publicznej w Kielcach";48,8;41,7;56;41;0;0;0;29;0;0;0;5;0;0;0;3;0;0;0;0;0;0;0;24;0;0;0;15;0;0;0;1;0;0;0;3;0;0;0;1;0;0;0;25;0;0;0;21;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0;24;0;0;0;18;0;0;0;1;0;0;0;3;0;0;0;0;0;0;0;2;1;3;0;9,8;;;4,2;;;20;;;4,2;;;10,5;;;0;;;15,4;;;63,4;;;62,5;;;84;;;40;42;21;25;22;4;4;2;3
2325;"Wyższa Szkoła Fizjoterapii we Wrocławiu";;66;62,5;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;106;147;0;0;60;123;0;0;2;7;0;0;35;1;0;0;0;3;0;0;128;126;0;0;71;109;0;0;7;2;0;0;35;9;0;0;1;2;0;0;95;122;0;0;51;107;0;0;3;5;0;0;41;10;0;0;0;2;0;0;0;34;51;32;;;;3,8;6,1;;3,1;3,2;;6,3;4,9;;;;;2,8;5,3;;8;0;;;;;39,6;55,5;;39,4;58,7;;263;1;253;254;217;55;34;98;101
2328;"Wyższa Szkoła Zawodowa - Kostrzyn nad Odrą";28;8,1;;25;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;0;0;0;32;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;21;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;8;12;1;8;0;;;2,7;;;;;;0;;;0;;;2,9;;;;;;60;;;45,7;;;;;;28;22;39;0;24;13;21;15;8
2330;"Wyższa Szkoła Gospodarki Euroregionalnej im. Alcide De Gasperi w Józefowie";51;53,5;47,6;286;359;0;0;192;302;0;0;12;8;0;0;17;2;0;0;1;6;0;0;245;442;0;0;145;287;0;0;3;10;0;0;20;0;0;0;2;6;0;0;225;529;0;0;97;305;0;0;5;10;0;0;22;2;0;0;5;6;0;0;310;555;0;0;129;284;0;0;3;5;0;0;25;2;0;0;7;9;0;0;13;25;9;11;4,2;3,1;;0,4;2,5;;1,8;2,1;;1,3;0,7;;4,9;2,3;;0,8;2,3;;0,8;1,9;;51,6;43,8;;42,6;33,3;;34,8;26,9;;546;636;692;726;922;35;43;29;20
2333;"Świętokrzyska Szkoła Wyższa w Kielcach";47,2;69,8;62,1;36;0;0;0;30;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;53;0;0;0;38;0;0;0;2;0;0;0;10;0;0;0;1;0;0;0;66;0;0;0;40;0;0;0;3;0;0;0;10;0;0;0;2;0;0;0;7;0;0;0;5;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;2;0;5,6;;;3,8;;;9,1;;;0;;;4,2;;;7,1;;;0;;;66,7;;;66;;;51,5;;;65;34;52;69;11;4;3;4;4
2335;"Małopolska Wyższa Szkoła im. Józefa Dietla w Krakowie";34,1;32,2;30,9;82;31;0;0;43;23;0;0;3;2;0;0;18;0;0;0;2;0;0;0;115;44;0;0;68;32;0;0;8;1;0;0;18;1;0;0;3;2;0;0;81;19;0;0;45;14;0;0;8;1;0;0;15;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;15;15;0;4,9;9,7;;3,5;2,3;;6,2;10,5;;;;;3,8;3,3;;9;2,4;;14,8;5,9;;46,3;48,4;;46,5;56,8;;46,9;36,8;;183;124;142;69;0;45;35;34;13
2337;"Wyższa Szkoła Inżynierii i Zdrowia w Warszawie";38,1;39,3;38,1;252;97;0;0;184;84;0;0;8;3;0;0;33;0;0;0;6;4;0;0;351;126;0;0;245;104;0;0;14;6;0;0;51;0;0;0;11;5;0;0;318;144;0;0;187;107;0;0;13;14;0;0;64;0;0;0;10;6;0;0;346;91;0;0;204;75;0;0;6;8;0;0;87;1;0;0;4;1;0;0;39;53;48;50;4,4;8,2;;6,3;6,3;;4,7;6,2;;3,2;2,2;;3,8;3,2;;5;5;;4,9;10;;32,1;40,6;;34,2;48,4;;31,4;29,9;;316;357;569;435;541;95;111;108;119
2338;"Wyższa Szkoła Zdrowia w Gdańsku";51,5;56,7;47,2;342;0;0;0;218;0;0;0;17;0;0;0;63;0;0;0;5;0;0;0;402;0;0;0;277;0;0;0;11;0;0;0;88;0;0;0;8;0;0;0;525;74;0;0;341;56;0;0;22;6;0;0;102;2;0;0;6;2;0;0;485;87;0;0;298;75;0;0;21;3;0;0;117;0;0;0;8;2;0;0;46;37;59;78;3,8;;;3;;;4;2,7;;5,6;8;;7,3;;;3,6;;;4,1;8,5;;54,4;;;56,5;;;56;62,2;;321;353;376;583;584;83;92;111;179
2340;"Collegium Mazovia Innowacyjna Szkoła Wyższa w Siedlcach";43,4;51,7;46,5;129;124;0;0;106;110;0;0;4;3;0;0;5;0;0;0;1;3;0;0;145;96;0;0;122;82;0;0;2;1;0;0;10;0;0;0;4;3;0;0;245;179;0;0;223;170;0;0;3;2;0;0;10;0;0;0;3;3;0;0;84;105;0;0;59;95;0;0;0;2;0;0;5;1;0;0;2;1;0;0;14;12;29;9;7;0,8;;2,1;3,1;;2;1,7;;1,2;1;;5,1;2,5;;2,7;1;;0,8;1,1;;55;50;;62,1;60,4;;62;58,7;;355;241;260;402;192;55;31;41;41
2342;"Wyższa Szkoła Nauk Prawnych i Administracji im. Leona Petrażyckiego z siedzibą w Wołominie";81,8;25;0;11;0;0;0;8;0;0;0;0;0;0;0;3;0;0;0;1;0;0;0;4;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;;0;;;;;;;;;0;;;0;;;72,7;;;50;;;33,3;;;8;11;4;3;0;0;0;0;0
2344;"Wyższa Szkoła Biznesu im. Biskupa Jana Chrapka w Radomiu";27,5;24,6;;69;0;0;0;50;0;0;0;6;0;0;0;5;0;0;0;3;0;0;0;142;0;0;0;122;0;0;0;7;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;13;0;0;13;;;7;;;;;;;;;8;;;3,6;;;;;;59,7;;;61,2;;;;;;52;68;136;0;0;10;24;12;0
2346;"Wyższa Szkoła Przedsiębiorczości i Administracji w Lublinie";31,6;39,3;34,7;209;40;0;0;111;30;0;0;9;3;0;0;42;0;0;0;2;0;0;0;211;33;0;0;95;26;0;0;9;2;0;0;39;0;0;0;3;0;0;0;225;32;0;0;106;20;0;0;11;0;0;0;33;0;0;0;1;1;0;0;241;29;0;0;128;18;0;0;9;1;0;0;26;1;0;0;1;0;0;0;11;17;14;12;9,1;10;;3,3;9,1;;4;0;;4,6;6,9;;5;7,5;;3,6;6,2;;5,3;0;;47,4;65;;38,9;66,7;;36,5;51,6;;273;243;229;256;267;36;34;32;30
2348;"Wyższa Szkoła Bankowa w Toruniu";52,8;47,5;45,3;1210;638;0;0;942;567;0;0;70;18;0;0;115;3;0;0;18;17;0;0;1152;718;0;0;909;633;0;0;34;26;0;0;102;1;0;0;21;11;0;0;1253;807;0;0;968;680;0;0;58;35;0;0;122;6;0;0;24;21;0;0;965;645;0;0;755;568;0;0;34;19;0;0;114;1;0;0;12;11;0;0;103;86;113;86;5,7;4,2;;4,7;3,2;;4,5;3,6;;3,8;4,2;;6,4;2,7;;3,4;3,7;;5,4;4,4;;71,8;76;;70,5;78,7;;67,5;72,7;;1868;1923;1761;1834;1745;199;202;201;221
2352;"Śląska Wyższa Szkoła Informatyczno-Medyczna w Chorzowie";;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;0;0;0;0;1;0;0;0
2354;"Wyższa Szkoła Menedżerska w Białymstoku";26,7;7,7;;15;0;0;0;10;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;13;0;0;0;8;0;0;0;2;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;;;15,4;;;;;;;;;0;;;16,7;;;;;;66,7;;;53,8;;;;;;23;18;10;0;0;1;0;0;0
2355;"Wyższa Szkoła Medyczna z siedzibą w Białymstoku";60,3;;;63;33;0;0;36;25;0;0;6;0;0;0;17;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;95;111;0;0;73;102;0;0;2;2;0;0;11;3;0;0;2;1;0;0;14;0;0;18;7,9;6,1;;;;;;;;4,2;4,5;;19,2;0;;;;;;;;50,8;63,6;;;;;;;;0;96;0;5;219;14;20;0;21
2356;"Wyższa Szkoła Komunikacji Społecznej w Gdyni";40;65,2;73,3;20;0;0;0;14;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;23;0;0;0;22;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;15;0;0;0;13;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;51;0;0;0;42;0;0;0;0;0;0;0;8;0;0;0;2;0;0;0;3;2;0;1;0;;;0;;;0;;;3,9;;;0;;;0;;;0;;;60;;;91,3;;;86,7;;;44;12;22;22;46;6;3;2;2
2357;"Wyższa Szkoła Humanistyczno-Ekonomiczna w Brzegu";48,3;50;41,4;116;0;0;0;96;0;0;0;5;0;0;0;6;0;0;0;0;0;0;0;54;0;0;0;44;0;0;0;2;0;0;0;6;0;0;0;1;0;0;0;70;0;0;0;55;0;0;0;3;0;0;0;7;0;0;0;2;0;0;0;65;0;0;0;57;0;0;0;1;0;0;0;6;0;0;0;1;0;0;0;9;4;5;0;5,2;;;0;;;5,7;;;1,5;;;4,3;;;4,5;;;5;;;28,3;;;27,8;;;28,6;;;75;125;63;50;73;13;14;8;2
2359;"Gnieźnieńska Szkoła Wyższa Milenium z siedzibą w Gnieźnie";53,5;67;75,7;127;118;0;0;109;100;0;0;2;3;0;0;7;0;0;0;2;4;0;0;100;103;0;0;75;89;0;0;2;3;0;0;14;0;0;0;5;5;0;0;107;73;0;0;89;67;0;0;3;1;0;0;10;0;0;0;4;2;0;0;80;75;0;0;64;67;0;0;4;2;0;0;9;0;0;0;3;1;0;0;7;9;6;8;6,3;1,7;;5;2,9;;3,7;2,7;;7,5;2,7;;0;2,6;;2,3;3,1;;6,1;0;;78;77,1;;65;69,9;;76,6;84,9;;240;246;198;177;149;21;11;15;13
2360;"Wyższa Szkoła Gospodarki i Zarządzania w Krakowie";35,6;59,6;64,5;59;0;0;0;49;0;0;0;2;0;0;0;5;0;0;0;2;0;0;0;52;0;0;0;45;0;0;0;3;0;0;0;2;0;0;0;2;0;0;0;62;0;0;0;48;0;0;0;2;0;0;0;7;0;0;0;3;0;0;0;30;0;0;0;25;0;0;0;1;0;0;0;3;0;0;0;0;0;0;0;3;2;2;2;10,2;;;5,8;;;4,8;;;3,3;;;5,6;;;4,8;;;0;;;81;;;86,5;;;67,7;;;63;47;55;47;43;5;4;5;4
2361;"Gdańska Wyższa Szkoła Humanistyczna";67,3;60,9;66,2;159;263;0;0;126;214;0;0;7;17;0;0;18;1;0;0;6;13;0;0;151;188;0;0;122;161;0;0;5;7;0;0;14;1;0;0;6;5;0;0;133;229;0;0;113;193;0;0;5;5;0;0;8;0;0;0;1;7;0;0;104;166;0;0;92;141;0;0;6;6;0;0;6;3;0;0;3;6;0;0;18;8;10;8;4,4;3,8;;4,6;2,7;;1,5;2,6;;3,8;3;;5,6;6,7;;0;3,9;;6,4;2,3;;73,4;74,5;;72,8;37,8;;79,5;41,7;;635;416;333;314;281;51;29;20;20
2363;"Wyższa Szkoła Bankowa z siedzibą w Gdańsku";46,6;45,6;42,1;1085;599;17;0;784;529;13;0;28;15;2;0;168;7;0;0;22;13;1;0;1360;731;17;0;1023;630;15;0;29;15;0;0;168;5;0;0;30;18;0;0;1479;821;24;0;1133;700;18;0;48;25;1;0;156;10;0;0;26;19;0;0;1667;824;39;0;1207;691;26;0;50;18;5;0;253;6;3;0;27;28;0;0;109;143;143;148;5,3;4,1;;2,4;2;;3,1;2,6;;3,6;2,5;;3;2,4;0;2,4;2,1;0;3,9;2,8;4,5;62,3;70,6;70,6;64;72,5;76,5;65,3;68,6;58,3;1486;1782;2240;2328;2594;229;289;305;336
2364;"Wyższa Szkoła Bankowa we Wrocławiu";51,4;46,6;46,6;2082;1697;0;0;1581;1442;0;0;55;39;0;0;247;7;0;0;25;40;0;0;2126;1421;0;0;1621;1198;0;0;59;28;0;0;221;7;0;0;36;24;0;0;2189;1416;0;0;1652;1162;0;0;62;32;0;0;247;11;0;0;30;37;0;0;2461;1277;0;0;1905;1056;0;0;55;27;0;0;280;11;0;0;27;29;0;0;232;198;239;241;3,9;3,2;;2,7;2,8;;2,5;2,8;;2,9;2;;3,1;2,4;;3,5;2;;2,9;2,3;;58,9;66,4;;62,5;64,3;;58,6;62,6;;3701;3581;3549;3406;3801;488;476;470;527
2366;"Wyższa Szkoła Biznesu i Zarządzania w Ciechanowie";44,4;8,7;40;45;0;0;0;29;0;0;0;4;0;0;0;6;0;0;0;1;0;0;0;23;0;0;0;21;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;20;0;0;0;15;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;23;0;0;0;17;0;0;0;0;0;0;0;5;0;0;0;1;0;0;0;1;1;0;1;4,4;;;0;;;5;;;8,7;;;12;;;0;;;0;;;55,6;;;69,6;;;75;;;41;42;22;20;23;2;4;1;1
2367;"Wyższa Szkoła Demokracji im. ks. Jerzego Popiełuszki w Grudziądzu";35;17,8;43,7;20;0;0;0;16;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;45;0;0;0;39;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;71;0;0;0;58;0;0;0;6;0;0;0;1;0;0;0;1;0;0;0;56;0;0;0;42;0;0;0;4;0;0;0;5;0;0;0;1;0;0;0;0;1;4;2;15;;;13,3;;;5,6;;;3,6;;;7,1;;;5,1;;;12,5;;;70;;;86,7;;;71,8;;;30;31;36;69;57;1;1;6;7
2368;"Wyższa Szkoła Zawodowa Ochrony Zdrowia TWP w Łomży z siedzibą w Łomży";6,1;6,7;11,1;33;0;0;0;31;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;15;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;6;4;0;9,1;;;6,7;;;0;;;;;;3,2;;;0;;;0;;;45,5;;;66,7;;;0;;;17;33;15;18;0;13;14;13;7
3828;"Uniwersytet Warszawski";76,1;76,4;73,7;4670;5150;1013;249;1697;3955;781;169;42;104;19;2;2524;245;68;5;23;64;7;4;4441;4189;875;218;1602;3199;678;161;30;60;16;7;2429;195;59;0;25;44;4;3;4636;4238;851;211;1775;3121;651;157;46;112;18;4;2362;288;71;4;24;50;3;2;4504;3708;765;111;1810;2833;593;77;36;80;21;1;2313;256;66;1;25;31;4;3;569;502;456;417;1,1;3,3;2,8;0,8;2,8;0,9;0,8;2,3;0;1,1;2,5;0;2,4;2,2;2,1;2,3;1,5;2,2;2,7;3;2,6;22,9;44,7;53,4;22,7;42,9;54,4;23,8;42,8;54,8;11024;10766;9630;9712;9257;1340;1306;1118;1160
3829;"Uniwersytet w Białymstoku";70,9;72,5;68,5;1760;1451;233;23;668;1119;175;19;50;71;12;1;809;31;4;0;14;36;3;0;1908;1304;277;30;787;1022;215;29;55;57;22;0;847;31;8;0;28;24;0;0;1796;1116;257;15;621;878;181;15;80;73;23;0;880;22;18;0;19;22;4;0;1406;960;253;16;583;734;191;14;37;44;16;0;621;40;7;0;16;21;6;2;100;97;85;82;4,6;9,1;4,3;4,2;7,5;3,3;3,1;9,2;0;2,7;8,8;0;4,6;5,1;5;5,9;4,5;8;10,4;6,8;9,4;33,5;70,8;60,1;36,1;71,2;66,8;29,7;70,8;58,8;3616;3434;3509;3184;2639;235;237;228;205
3830;"Uniwersytet Gdański";77,6;78,7;75;3488;3029;499;103;1574;2489;411;82;48;72;14;5;1578;87;6;0;28;50;5;1;3353;2744;461;90;1460;2272;384;76;28;62;13;3;1614;70;14;2;23;33;4;2;3293;2710;371;85;1349;2181;317;70;56;101;12;0;1609;113;8;0;28;41;4;1;3120;2637;445;44;1383;2170;376;38;42;77;14;1;1487;117;12;0;24;30;5;1;289;265;237;256;2;5;0;1,6;3,7;1,1;1,6;4,3;1,2;2,7;4,4;2,3;2,9;2,5;3;2;2,3;2,8;4,7;3,9;3,5;33;58,6;59,3;31,9;58,5;61,2;30,1;56,8;61,9;7050;6900;6614;6366;6103;685;677;608;625
3831;"Uniwersytet im. Adama Mickiewicza w Poznaniu";78,7;77,5;76,7;3567;3536;759;104;1384;2749;598;80;41;70;8;3;1912;172;49;6;27;62;5;0;3682;3200;666;104;1476;2573;512;89;32;62;15;0;1971;138;54;6;22;59;3;0;3726;2941;714;120;1544;2315;547;100;62;86;13;1;1913;168;60;4;29;33;11;2;3703;2478;629;62;1623;1989;497;58;40;56;11;1;1866;156;66;2;23;37;6;0;295;307;277;271;1,5;4,2;2,9;1,1;2,9;1;1,6;3,4;1,7;1,5;3,3;0;2,7;2,1;1,1;2,3;2,2;2,6;5,1;3,1;1,8;30,5;58,2;57,3;30,3;59,8;57,1;31,4;58,7;54,7;8599;7833;7698;7107;7350;810;800;703;723
3832;"Uniwersytet Jagielloński w Krakowie";79,3;77,9;75,8;3354;3541;1554;262;999;2524;1172;214;26;113;40;4;2050;233;95;7;15;36;7;2;3391;3474;1472;245;1102;2572;1097;201;25;81;23;6;2004;219;95;1;11;33;3;3;3316;3438;1354;215;1065;2505;1009;183;48;121;34;1;1921;267;100;3;17;23;2;1;3208;3158;1448;163;1092;2281;1069;135;26;99;22;4;1806;272;135;0;17;20;7;2;367;465;351;332;1,2;4,7;1,5;0,9;4,7;1,6;0,8;3,6;0;1,2;4,1;2,5;2,7;3,5;3;2,6;2,5;1,8;5,1;4;3;18,6;41,3;44,9;19,9;44,4;47,8;20,6;45,4;49,8;9048;8585;8294;8155;7951;1098;1072;1000;1114
3833;"Uniwersytet Łódzki";77,4;74,8;74,7;3860;3711;478;78;1679;3094;388;67;53;98;24;2;1883;116;17;1;32;52;3;1;3488;3552;438;58;1622;2939;364;50;44;109;17;3;1583;81;9;0;29;58;4;1;3622;3163;445;95;1673;2590;363;86;71;114;20;2;1632;95;16;0;28;58;6;0;3224;2295;353;65;1551;1889;284;53;46;72;6;1;1363;69;14;1;20;21;5;2;262;256;256;205;3,1;7;5,1;2,6;5,7;5,2;1,9;4,8;4,2;2,9;4,5;1,5;3,3;2,9;5,3;3;3;4,1;5,1;3,8;4,8;38,1;71,1;66,7;40,6;71,1;66,7;40,4;70,5;68,1;8289;8094;7326;7101;6033;685;631;569;547
3834;"Uniwersytet Marii Curie-Skłodowskiej w Lublinie";82,9;82,5;81,1;3212;2074;439;33;803;1511;335;25;59;137;37;1;2073;81;11;0;29;24;5;1;3151;2051;387;35;891;1507;284;29;66;133;24;0;1915;71;11;0;26;22;2;0;3172;1889;372;61;878;1376;275;54;102;163;36;1;1928;74;10;0;40;19;2;0;2844;1786;428;37;814;1356;331;31;63;110;31;1;1725;69;17;0;38;25;1;1;141;135;121;120;3;13;9,1;2,8;11,2;5,7;2,5;9,9;1,6;2,7;12,9;2,7;5,7;6,7;8,4;7;6,6;6,5;8,6;9,1;10;18,7;56,9;38,6;20,3;54,1;38,8;20;54,1;39,2;5755;5646;5508;5322;5113;349;329;286;319
3835;"Uniwersytet Mikołaja Kopernika w Toruniu";78,8;77,5;76,7;2700;2371;851;85;1062;1893;710;71;31;98;27;2;1471;101;22;0;15;34;7;1;2490;2106;766;67;1032;1745;629;58;41;56;21;2;1301;76;29;0;20;32;4;1;2511;2071;894;107;1008;1672;731;96;45;102;34;1;1333;91;40;0;20;33;4;2;2212;1519;839;60;913;1213;685;55;44;56;27;2;1154;83;38;0;22;20;2;1;284;271;262;212;2,6;8;3,5;2,8;6;3;2,3;5,8;2,8;2,6;6,5;0;3,7;4,4;3,5;3,6;2,8;2,9;6,5;5,4;4,2;26,5;53,2;41,5;27,4;58,5;40,9;27,6;57,8;40;6404;5788;5427;5620;4625;812;760;735;727
3836;"Uniwersytet Opolski";79,1;72,2;69,9;1198;1027;276;36;500;783;228;28;24;49;13;4;594;32;11;2;10;13;3;0;1037;912;312;36;480;703;253;30;19;29;12;2;460;21;7;0;13;19;1;1;893;899;282;35;418;688;236;26;18;33;13;0;382;24;7;2;4;15;2;0;1071;755;225;18;531;603;193;16;13;21;10;0;449;17;4;0;8;13;2;0;62;54;57;50;2,4;8,1;16,7;2,9;7;0;3,2;4,9;0;2,9;7,8;0;5;4,9;4,4;4,9;3,5;4,1;5,6;3,8;4,6;28,2;52;45,5;33,6;52,7;41,7;33,3;53,3;39,5;2867;2473;2207;1938;2051;173;150;131;128
