"U_UCZELNIA_ID";"U_NAZWA_UCZELNI";"U_QS_CONTINUATION_RATE_1617";"U_QS_CONTINUATION_RATE_1718";"U_QS_CONTINUATION_RATE_1819";"U_QS_N_ABS_1ST_1617";"U_QS_N_ABS_2ST_1617";"U_QS_N_ABS_JMGR_1617";"U_QS_N_ABS_DR_1617";"U_QS_N_PRACA_1ST_1617";"U_QS_N_PRACA_2ST_1617";"U_QS_N_PRACA_JMGR_1617";"U_QS_N_PRACA_DR_1617";"U_QS_N_BEZR_1ST_1617";"U_QS_N_BEZR_2ST_1617";"U_QS_N_BEZR_JMGR_1617";"U_QS_N_BEZR_DR_1617";"U_QS_N_STUD_1ST_1617";"U_QS_N_STUD_2ST_1617";"U_QS_N_STUD_JMGR_1617";"U_QS_N_STUD_DR_1617";"U_QS_N_UNABLE_1ST_1617";"U_QS_N_UNABLE_2ST_1617";"U_QS_N_UNABLE_JMGR_1617";"U_QS_N_UNABLE_DR_1617";"U_QS_N_ABS_1ST_1718";"U_QS_N_ABS_2ST_1718";"U_QS_N_ABS_JMGR_1718";"U_QS_N_ABS_DR_1718";"U_QS_N_PRACA_1ST_1718";"U_QS_N_PRACA_2ST_1718";"U_QS_N_PRACA_JMGR_1718";"U_QS_N_PRACA_DR_1718";"U_QS_N_BEZR_1ST_1718";"U_QS_N_BEZR_2ST_1718";"U_QS_N_BEZR_JMGR_1718";"U_QS_N_BEZR_DR_1718";"U_QS_N_STUD_1ST_1718";"U_QS_N_STUD_2ST_1718";"U_QS_N_STUD_JMGR_1718";"U_QS_N_STUD_DR_1718";"U_QS_N_UNABLE_1ST_1718";"U_QS_N_UNABLE_2ST_1718";"U_QS_N_UNABLE_JMGR_1718";"U_QS_N_UNABLE_DR_1718";"U_QS_N_ABS_1ST_1819";"U_QS_N_ABS_2ST_1819";"U_QS_N_ABS_JMGR_1819";"U_QS_N_ABS_DR_1819";"U_QS_N_PRACA_1ST_1819";"U_QS_N_PRACA_2ST_1819";"U_QS_N_PRACA_JMGR_1819";"U_QS_N_PRACA_DR_1819";"U_QS_N_BEZR_1ST_1819";"U_QS_N_BEZR_2ST_1819";"U_QS_N_BEZR_JMGR_1819";"U_QS_N_BEZR_DR_1819";"U_QS_N_STUD_1ST_1819";"U_QS_N_STUD_2ST_1819";"U_QS_N_STUD_JMGR_1819";"U_QS_N_STUD_DR_1819";"U_QS_N_UNABLE_1ST_1819";"U_QS_N_UNABLE_2ST_1819";"U_QS_N_UNABLE_JMGR_1819";"U_QS_N_UNABLE_DR_1819";"U_QS_N_ABS_1ST_1920";"U_QS_N_ABS_2ST_1920";"U_QS_N_ABS_JMGR_1920";"U_QS_N_ABS_DR_1920";"U_QS_N_PRACA_1ST_1920";"U_QS_N_PRACA_2ST_1920";"U_QS_N_PRACA_JMGR_1920";"U_QS_N_PRACA_DR_1920";"U_QS_N_BEZR_1ST_1920";"U_QS_N_BEZR_2ST_1920";"U_QS_N_BEZR_JMGR_1920";"U_QS_N_BEZR_DR_1920";"U_QS_N_STUD_1ST_1920";"U_QS_N_STUD_2ST_1920";"U_QS_N_STUD_JMGR_1920";"U_QS_N_STUD_DR_1920";"U_QS_N_UNABLE_1ST_1920";"U_QS_N_UNABLE_2ST_1920";"U_QS_N_UNABLE_JMGR_1920";"U_QS_N_UNABLE_DR_1920";"U_QS_STUDENT_ENTREPRENEURSHIPS_1617";"U_QS_STUDENT_ENTREPRENEURSHIPS_1718";"U_QS_STUDENT_ENTREPRENEURSHIPS_1819";"U_QS_STUDENT_ENTREPRENEURSHIPS_1920";"U_GRUP_UNEMPLOYMENT_1ST_1617";"U_GRUP_UNEMPLOYMENT_MGR_1617";"U_GRUP_UNEMPLOYMENT_DR_1617";"U_GRUP_UNEMPLOYMENT_1ST_1718";"U_GRUP_UNEMPLOYMENT_MGR_1718";"U_GRUP_UNEMPLOYMENT_DR_1718";"U_GRUP_UNEMPLOYMENT_1ST_1819";"U_GRUP_UNEMPLOYMENT_MGR_1819";"U_GRUP_UNEMPLOYMENT_DR_1819";"U_GRUP_UNEMPLOYMENT_1ST_1920";"U_GRUP_UNEMPLOYMENT_MGR_1920";"U_GRUP_UNEMPLOYMENT_DR_1920";"U_UMULTI_UNEMPLOYMENT_1ST_1617";"U_UMULTI_UNEMPLOYMENT_2ST_1617";"U_UMULTI_UNEMPLOYMENT_JMGR_1617";"U_UMULTI_UNEMPLOYMENT_1ST_1718";"U_UMULTI_UNEMPLOYMENT_2ST_1718";"U_UMULTI_UNEMPLOYMENT_JMGR_1718";"U_UMULTI_UNEMPLOYMENT_1ST_1819";"U_UMULTI_UNEMPLOYMENT_2ST_1819";"U_UMULTI_UNEMPLOYMENT_JMGR_1819";"U_UMULTI_REGION_1ST_1617";"U_UMULTI_REGION_2ST_1617";"U_UMULTI_REGION_JMGR_1617";"U_UMULTI_REGION_1ST_1718";"U_UMULTI_REGION_2ST_1718";"U_UMULTI_REGION_JMGR_1718";"U_UMULTI_REGION_1ST_1819";"U_UMULTI_REGION_2ST_1819";"U_UMULTI_REGION_JMGR_1819";"U_UMULTI_N_16";"U_UMULTI_N_17";"U_UMULTI_N_18";"U_UMULTI_N_19";"U_UMULTI_N_20";"U_UMULTI_NFIRM_18";"U_UMULTI_NFIRM_19";"U_UMULTI_NFIRM_20";"U_UMULTI_NFIRM_21"
2085;"Wyższa Szkoła Finansów i Prawa w Bielsku-Białej";59,4;58,6;50,7;143;148;46;0;117;123;43;0;1;2;1;0;17;1;0;0;2;2;1;0;133;126;32;0;111;116;27;0;0;0;2;0;10;0;0;0;2;4;0;0;142;98;35;0;106;90;24;0;5;1;2;0;19;0;1;0;3;3;1;0;153;104;18;0;120;94;11;0;4;4;3;0;20;0;0;0;1;4;0;0;16;10;11;9;2,8;5,7;;0,8;3,8;;2,1;1,5;;3,9;2,5;;0;1,4;2,2;0;0;6,2;1,5;1,1;6,1;71,3;67,1;80,4;75;82,4;75;64,5;74,5;65,7;309;302;307;276;284;31;27;27;34
2086;"Łużycka Szkoła Wyższa im. Jana Benedykta Solfy z siedzibą w Żarach";53,7;42,3;48,4;54;45;0;0;45;40;0;0;2;0;0;0;2;2;0;0;4;1;0;0;26;47;0;0;23;43;0;0;0;0;0;0;1;1;0;0;1;0;0;0;31;40;0;0;27;38;0;0;0;1;0;0;1;0;0;0;0;0;0;0;62;40;0;0;51;34;0;0;2;1;0;0;8;2;0;0;2;2;0;0;4;2;6;1;0;8,9;;0;0;;0;0;;3,2;2,5;;4;0;;0;0;;0;2,5;;64,8;75,6;;84,6;70,2;;71;85;;84;82;73;74;98;5;8;8;6
2087;"Wrocławska Wyższa Szkoła Informatyki Stosowanej we Wrocławiu";22,2;0;10,6;9;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;85;29;0;0;72;29;0;0;2;0;0;0;6;0;0;0;0;0;0;0;93;41;0;0;74;34;0;0;5;0;0;0;7;0;0;0;0;0;0;0;1;2;25;28;0;;;0;;;1,2;0;;7,5;0;;0;;;;;;3,3;0;;66,7;;;33,3;;;77,6;65,5;;32;0;7;142;122;4;3;33;52
2088;"Kujawska Szkoła Wyższa we Włocławku";51,5;52,1;51,4;196;184;0;0;159;163;0;0;11;2;0;0;11;0;0;0;0;2;0;0;215;206;0;0;176;185;0;0;9;4;0;0;18;0;0;0;1;4;0;0;212;352;0;0;175;325;0;0;8;8;0;0;11;0;0;0;5;5;0;0;211;227;0;0;182;212;0;0;6;4;0;0;18;0;0;0;4;3;0;0;33;24;37;19;8,7;3,3;;6;2,4;;4,2;2,3;;4,3;1,8;;3;1,1;;5,5;1,9;;5,5;2,3;;70,9;57,6;;56,1;53,4;;64,9;47,9;;484;383;440;549;476;65;55;68;61
2090;"Radomska Szkoła Wyższa";;74,8;54,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;111;0;0;0;97;0;0;0;4;0;0;0;10;0;0;0;2;0;0;0;113;0;0;0;101;0;0;0;3;0;0;0;1;0;0;0;1;0;0;0;77;0;0;0;75;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;13;10;5;;;;3,6;;;0,9;;;1,3;;;;;;0;;;3,3;;;;;;50;;;55;;;0;0;116;108;84;0;15;23;18
2092;"Uczelnia Lingwistyczno-Techniczna w Świeciu";50;22,2;55,6;18;12;0;0;15;12;0;0;0;0;0;0;3;0;0;0;0;0;0;0;18;10;0;0;16;9;0;0;0;0;0;0;1;0;0;0;0;0;0;0;9;14;0;0;6;11;0;0;0;1;0;0;3;0;0;0;0;0;0;0;27;24;0;0;25;22;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;3;0;2;0;0;;0;0;;0;7,1;;0;4,2;;0;0;;0;0;;0;7,1;;47,1;25;;77,8;10;;55,6;28,6;;50;25;26;18;52;7;4;0;3
2093;"Wyższa Szkoła Technologii Informatycznych w Warszawie";15;16,1;12,9;40;0;0;0;35;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;56;0;0;0;49;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;70;0;0;0;58;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;9;7;0;2,5;;;0;;;2,9;;;;;;2,9;;;0;;;1,9;;;71,8;;;63,6;;;55,1;;;40;56;49;29;0;22;17;11;5
2094;"Mazowiecka Uczelnia Medyczna w Warszawie";74;72,7;75,9;100;0;0;0;61;0;0;0;2;0;0;0;31;0;0;0;2;0;0;0;55;65;0;0;39;56;0;0;1;0;0;0;10;2;0;0;2;1;0;0;54;70;0;0;36;60;0;0;3;2;0;0;12;1;0;0;3;3;0;0;62;88;0;0;48;77;0;0;2;2;0;0;5;3;0;0;2;1;0;0;11;17;9;20;6;;;5,5;3,1;;3,7;0;;3,2;1,1;;5,3;;;0;0;;0;3,5;;35;;;36,4;44,6;;38,5;47,8;;78;102;121;125;145;18;34;29;30
2097;"Wyższa Szkoła Finansów i Informatyki im. prof. Janusza Chechlińskiego w Łodzi";41;46;64,9;39;0;0;0;31;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;63;0;0;0;49;0;0;0;1;0;0;0;4;0;0;0;5;0;0;0;37;0;0;0;33;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;43;0;0;0;32;0;0;0;3;0;0;0;4;0;0;0;3;0;0;0;2;2;1;1;7,7;;;0;;;2,7;;;4,7;;;4,2;;;3,1;;;0;;;59;;;66,7;;;78,4;;;59;34;67;39;38;3;3;5;3
2098;"Olsztyńska Szkoła Wyższa im. Józefa Rusieckiego";63,4;62,8;56,1;186;176;0;0;140;146;0;0;8;10;0;0;23;2;0;0;0;0;0;0;156;170;0;0;106;139;0;0;6;8;0;0;26;1;0;0;5;7;0;0;139;169;0;0;96;140;0;0;12;6;0;0;20;0;0;0;4;5;0;0;210;265;0;0;161;234;0;0;13;7;0;0;20;1;0;0;7;7;0;0;35;37;29;30;8,6;5,7;;7,1;4,1;;5;2,4;;7,1;2,3;;5,1;5,8;;3,1;4,4;;8,1;3,6;;65,1;63,6;;60,3;65,3;;54,7;59,8;;381;350;326;310;472;96;78;80;70
2099;"Uczelnia Jańskiego z siedzibą w Łomży";69,1;62,9;75,5;94;98;0;0;61;68;0;0;8;7;0;0;19;0;0;0;3;4;0;0;70;142;0;0;57;106;0;0;3;17;0;0;6;0;0;0;2;2;0;0;49;116;0;0;37;89;0;0;5;10;0;0;5;0;0;0;1;3;0;0;31;91;0;0;19;77;0;0;3;5;0;0;7;2;0;0;1;3;0;0;8;2;4;3;4,3;5,1;;8,6;12;;6,1;3,4;;9,7;5,5;;14,3;7,1;;4,3;12,1;;8,3;9,1;;19,1;42,9;;25,7;52,8;;46,9;37,9;;175;187;216;161;152;15;11;9;7
2100;"Dolnośląska Szkoła Wyższa z siedzibą we Wrocławiu";63;53,6;60,4;386;511;0;2;288;399;0;2;16;7;0;0;52;3;0;0;9;13;0;0;351;467;0;6;271;371;0;6;12;6;0;0;36;1;0;0;8;15;0;0;331;512;0;11;254;309;0;7;11;16;0;0;35;15;0;0;6;8;0;0;411;456;0;2;315;316;0;2;7;7;0;0;41;7;0;0;4;8;0;0;35;37;38;40;3,9;3,5;;5,1;1,1;0;1,8;0,6;0;2,4;1,8;;4,5;1,4;;3;1,3;;4,3;3,3;;58,6;63,4;;62,6;61,4;;61,4;46,7;;1058;846;782;890;852;100;72;88;97
2102;"Wyższa Szkoła Administracji w Bielsku-Białej";69,2;67,9;64,2;107;128;0;0;71;109;0;0;6;4;0;0;16;0;0;0;3;7;0;0;84;101;0;0;67;85;0;0;1;3;0;0;10;0;0;0;0;4;0;0;67;44;0;0;60;38;0;0;1;0;0;0;3;0;0;0;1;3;0;0;29;41;0;0;26;35;0;0;0;1;0;0;2;0;0;0;1;2;0;0;11;12;8;2;4,7;3,1;;4,8;2;;1,5;0;;3,4;0;;8,3;3,2;;0;2;;0;0;;56,1;59,1;;70,2;68,3;;80;63,6;;325;204;170;98;77;27;22;17;9
2103;"Elbląska Uczelnia Humanistyczno-Ekonomiczna w Elblągu";56,7;43,3;61,8;178;257;0;0;153;237;0;0;2;3;0;0;9;0;0;0;4;5;0;0;210;285;0;0;171;258;0;0;8;3;0;0;15;1;0;0;12;8;0;0;220;486;0;0;184;464;0;0;9;2;0;0;13;2;0;0;9;6;0;0;184;333;0;0;170;320;0;0;4;0;0;0;5;1;0;0;1;4;0;0;39;51;66;52;4,5;0,8;;6,2;1,4;;4,1;1;;1,1;0;;0;1,2;;4,6;1,1;;6,3;0,4;;60,7;44,7;;56;48,8;;57,7;45,1;;399;435;502;625;616;73;102;115;129
2105;"Pomorska Wyższa Szkoła Nauk Stosowanych w Gdyni";22,2;;;27;0;0;0;18;0;0;0;1;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;7,4;;;;;;;;;;;;5,3;;;;;;;;;55,6;;;;;;;;;90;0;0;0;0;8;0;0;0
2106;"Wyższa Szkoła Studiów Międzynarodowych w Łodzi";28,4;20;;67;24;0;0;31;17;0;0;1;1;0;0;8;0;0;0;0;0;0;0;5;0;0;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;4,2;;0;;;;;;;;;2,1;4,2;;0;;;;;;31,3;50;;40;;;;;;105;63;0;1;0;9;3;1;1
2107;"Wyższa Szkoła Zarządzania Edukacja we Wrocławiu";44;50,9;60,7;343;237;0;0;250;185;0;0;11;4;0;0;23;1;0;0;7;5;0;0;173;136;0;0;141;115;0;0;6;8;0;0;9;0;0;0;5;4;0;0;214;157;0;0;147;128;0;0;9;8;0;0;33;1;0;0;2;5;0;0;120;156;0;0;84;137;0;0;0;5;0;0;21;0;0;0;0;6;0;0;25;8;18;8;3,8;2,5;;4,6;2,9;;2,3;3,8;;2,5;3,2;;3;1,7;;2,3;5,9;;3,4;4,6;;62,8;72,4;;72,5;68,7;;61,8;62,4;;491;460;333;347;346;47;34;33;25
2108;"Wyższa Szkoła Humanistyczna im. Króla Stanisława Leszczyńskiego w Lesznie";62,3;57,4;65,8;77;169;0;0;55;143;0;0;1;8;0;0;14;1;0;0;5;6;0;0;54;86;0;0;42;73;0;0;1;1;0;0;6;1;0;0;1;1;0;0;73;72;0;0;57;61;0;0;3;2;0;0;9;0;0;0;2;3;0;0;93;49;0;0;84;39;0;0;0;0;0;0;4;3;0;0;0;4;0;0;5;6;7;5;7,8;3,6;;0;2,3;;2,7;5,6;;2,2;4,1;;0;4,9;;4,2;1,2;;4;1,4;;62,3;47,9;;74,1;52,3;;64,4;62,5;;256;244;143;145;139;18;13;17;17
2109;"Niepaństwowa Wyższa Szkoła Pedagogiczna w Białymstoku";48,3;47,4;52,6;120;78;35;0;90;65;25;0;8;3;4;0;9;1;1;0;3;2;0;0;57;86;36;0;47;66;30;0;2;6;2;0;4;0;0;0;0;7;0;0;38;89;25;0;28;80;19;0;5;5;2;0;2;0;0;0;0;4;0;0;50;85;27;0;40;72;25;0;2;6;0;0;5;0;0;0;4;4;0;0;6;5;8;6;5,8;8,8;;5,3;4,1;;5,3;3,5;;4;7,1;;9,1;2,7;11,8;6,5;7,4;5,6;15,8;5,8;8;68,3;74;62,9;80,4;66,3;77,8;71,1;83,1;68;262;200;162;152;166;15;13;12;15
2110;"Wyższa Szkoła Stosunków Międzynarodowych i Amerykanistyki w Warszawie";36,3;21,9;27,7;113;156;0;0;80;125;0;0;3;7;0;0;17;2;0;0;2;4;0;0;146;118;0;0;100;98;0;0;2;1;0;0;14;7;0;0;4;1;0;0;65;57;0;0;53;44;0;0;2;3;0;0;6;1;0;0;1;1;0;0;43;55;0;0;33;37;0;0;2;1;0;0;4;4;0;0;0;1;0;0;11;10;7;7;5,3;3,8;;2,7;1,7;;6,2;5,3;;4,7;3,6;;2,1;3,6;;1,4;1,3;;0;3,9;;10,9;9,7;;21,5;12,9;;25;21,4;;182;233;177;92;152;15;20;12;20
2111;"Wyższa Szkoła Techniczno-Ekonomiczna w Świdnicy z siedzibą w Świdnicy";;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;0;0;0;0;1;0;0;0
2112;"Wyższa Szkoła Biznesu i Przedsiębiorczości w Ostrowcu Świętokrzyskim";57,3;49,5;56,6;199;352;0;0;143;318;0;0;20;13;0;0;20;1;0;0;2;4;0;0;190;295;0;0;155;262;0;0;9;4;0;0;14;8;0;0;7;9;0;0;129;952;0;0;92;899;0;0;18;16;0;0;9;5;0;0;4;8;0;0;164;261;0;0;145;229;0;0;8;10;0;0;8;2;0;0;1;9;0;0;14;19;43;17;12,6;4;;5,3;1,7;;9,3;1,4;;4,9;0,8;;12,8;4;;4,4;1,6;;7;1,6;;59,4;17,5;;43,4;12,3;;60,6;14,8;;262;541;481;1125;392;21;40;71;76
2114;"Europejska Wyższa Szkoła Biznesu w Poznaniu";31,4;;;70;0;0;0;48;0;0;0;2;0;0;0;5;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;;;;;;;;;;;;2,4;;;;;;;;;61,8;;;;;;;;;0;70;0;0;0;7;8;0;0
2115;"Nadbużańska Szkoła Wyższa im. Marka J. Karpia w Siemiatyczach";58,8;46,2;35,6;17;0;0;0;13;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;26;0;0;0;23;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;45;0;0;0;37;0;0;0;1;0;0;0;2;0;0;0;1;0;0;0;16;0;0;0;14;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;2;0;0;;;0;;;6,7;;;6,2;;;0;;;0;;;3,2;;;29,4;;;32;;;32,6;;;27;21;22;38;24;2;4;0;1
2116;"Szkoła Główna Turystyki i Rekreacji";48,3;47,4;27,8;207;148;0;0;79;72;0;0;0;4;0;0;70;11;0;0;3;0;0;0;173;76;0;0;51;36;0;0;0;1;0;0;55;5;0;0;2;2;0;0;72;34;0;0;20;8;0;0;1;1;0;0;17;3;0;0;1;0;0;0;182;56;0;0;60;10;0;0;3;0;0;0;49;2;0;0;1;0;0;0;7;7;5;7;1,9;2,7;;1,7;5,3;;2,8;0;;1,6;0;;0;2,6;;0;1,5;;0;3,2;;22,2;32,4;;21,4;29,7;;20,8;17,6;;219;306;250;145;259;18;24;13;11
2121;"Wyższa Szkoła Współpracy Międzynarodowej i Regionalnej im. Zygmunta Glogera z siedzibą w Wołominie";20;0;;5;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;0;;;0;;;;;;60;;;0;;;;;;11;5;1;0;0;0;0;0;0
2122;"Wyższa Szkoła Prawa i Administracji Rzeszowska Szkoła Wyższa z siedzibą w Rzeszowie";74,2;66,7;65,2;496;1009;116;0;284;728;73;0;33;111;17;0;141;8;2;0;4;29;2;0;406;840;86;0;246;651;64;0;21;63;10;0;97;6;2;0;10;32;0;0;365;686;71;0;216;500;49;0;21;61;8;0;90;3;1;0;5;15;1;0;388;502;63;0;199;390;43;0;27;40;5;0;123;1;0;0;11;9;2;0;66;50;36;37;8,3;11,1;;5,2;9,4;;4,7;8,7;;5,7;9,7;;10,6;11;15,3;6,5;7,5;12;10,6;8,8;11,8;54,1;61,9;56;56,3;70,5;58,8;53,8;66;52,1;1711;1648;1303;1166;1017;137;123;102;84
2123;"Gliwicka Wyższa Szkoła Przedsiębiorczości w Gliwicach";47,4;;;175;0;0;0;136;0;0;0;6;0;0;0;11;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;5,1;;;;;;;;;;;;3,2;;;;;;;;;70,3;;;;;;;;;176;155;0;0;0;18;11;0;0
2124;"Górnośląska Wyższa Szkoła Pedagogiczna imienia Kardynała Augusta Hlonda";20;;;5;18;0;0;5;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;;;;;;;;;;0;0;;;;;;;;100;83,3;;;;;;;;107;6;0;0;0;4;1;0;0
2125;"Wyższa Szkoła Nauk o Zdrowiu w Bydgoszczy";52;36,4;42,4;50;0;0;0;43;0;0;0;3;0;0;0;3;0;0;0;1;0;0;0;33;7;0;0;24;6;0;0;1;1;0;0;4;0;0;0;3;0;0;0;33;25;0;0;23;23;0;0;3;1;0;0;2;0;0;0;2;0;0;0;84;28;0;0;52;24;0;0;7;1;0;0;16;0;0;0;3;0;0;0;5;7;11;17;2;;;6,1;28,6;;21,2;4;;10,7;0;;4,3;;;5,3;14,3;;5;4;;58;;;66,7;71,4;;51,5;72;;22;54;34;58;113;8;14;19;33
2126;"Wyższa Szkoła Ekonomiczna w Białymstoku";35,5;25;51,5;31;47;0;0;27;34;0;0;1;0;0;0;0;0;0;0;1;2;0;0;32;47;0;0;25;33;0;0;2;1;0;0;3;1;0;0;0;0;0;0;33;21;0;0;29;18;0;0;0;1;0;0;2;0;0;0;1;0;0;0;37;56;0;0;27;38;0;0;2;3;0;0;1;1;0;0;0;2;0;0;4;3;3;1;9,7;0;;9,4;6,4;;0;0;;2,7;3,6;;4,8;0;;4,3;2,3;;0;4,8;;70;63,8;;65,6;59,6;;78,8;70;;88;88;52;66;106;9;10;4;3
2127;"Wyższa Szkoła Ekonomiczno-Humanistyczna im. prof. Szczepana A. Pieniążka w Skierniewicach";30,2;2,8;;86;23;0;0;63;12;0;0;2;1;0;0;3;0;0;0;2;0;0;0;72;21;0;0;27;9;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;3,5;4,3;;1,4;0;;;;;;;;3,2;4,3;;0;4,8;;;;;46,5;26,1;;18,1;19;;;;;101;99;91;0;0;8;5;4;0
2130;"Wyższa Szkoła Informatyki i Zarządzania z siedzibą w Rzeszowie";48,2;43,2;41,9;875;280;0;0;360;189;0;0;41;13;0;0;218;2;0;0;8;6;0;0;980;455;0;0;387;306;0;0;35;11;0;0;213;4;0;0;5;8;0;0;814;460;0;0;348;289;0;0;50;28;0;0;159;5;0;0;6;6;0;0;881;345;0;0;426;200;0;0;33;15;0;0;165;3;0;0;7;5;0;0;79;64;68;70;5,8;8,9;;4,4;4,6;;5,5;6,1;;5,6;3,8;;5,6;4,8;;3,6;2,5;;5,6;6,2;;36,5;61,7;;34,8;59,3;;38,9;56,5;;1484;1346;1376;1280;1171;207;168;153;183
2131;"Akademia Finansów i Biznesu Vistula";38,5;42,3;34,1;933;338;0;0;344;185;0;0;9;6;0;0;337;59;0;0;5;5;0;0;679;301;0;0;258;156;0;0;7;2;0;0;216;47;0;0;2;3;0;0;340;149;0;0;114;65;0;0;5;2;0;0;104;18;0;0;2;1;0;0;748;473;0;0;302;215;0;0;27;11;0;0;206;31;0;0;9;8;0;0;46;32;23;47;1,3;3,8;;1,5;0,3;;2,1;0,7;;3,6;1,9;;0,3;0,7;;1,2;0;;2,9;0;;24,7;32,6;;22,7;32,2;;20,4;29,7;;671;1062;984;580;1364;80;95;68;81
2133;"Prywatna Wyższa Szkoła Nauk Społecznych, Komputerowych i Medycznych z siedzibą w Warszawie";34,4;25,6;48,8;32;0;0;0;18;0;0;0;1;0;0;0;6;0;0;0;0;0;0;0;39;0;0;0;34;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;43;0;0;0;33;0;0;0;1;0;0;0;8;0;0;0;0;0;0;0;91;0;0;0;61;0;0;0;4;0;0;0;15;0;0;0;0;0;0;0;1;3;3;9;3,1;;;2,6;;;0;;;4,4;;;7,7;;;0;;;4,2;;;25,8;;;47,4;;;51,2;;;22;32;41;47;78;4;6;6;14
2134;"Uczelnia Techniczno-Handlowa im. Heleny Chodkowskiej";59,1;53,1;55,6;477;314;0;0;377;268;0;0;22;7;0;0;53;1;0;0;6;2;0;0;493;410;0;0;380;342;0;0;11;12;0;0;58;2;0;0;6;9;0;0;509;438;0;0;406;386;0;0;17;14;0;0;62;0;0;0;7;7;0;0;751;483;0;0;587;411;0;0;22;20;0;0;113;1;0;0;4;6;0;0;56;72;58;76;3,4;2,2;;3;4,4;;2;4,1;;2,9;3,5;;3,3;2,3;;1,7;3;;3,3;3,3;;48,8;42,1;;46;38,1;;53,3;47,3;;1225;848;935;980;1274;177;140;146;146
2138;"Wyższa Szkoła Bezpieczeństwa w Poznaniu";57,3;56,2;59,1;688;280;0;0;529;252;0;0;28;4;0;0;84;1;0;0;8;6;0;0;619;288;0;0;488;260;0;0;8;6;0;0;92;1;0;0;7;8;0;0;530;306;0;0;416;273;0;0;12;11;0;0;73;2;0;0;7;5;0;0;624;332;0;0;497;298;0;0;20;9;0;0;64;4;0;0;14;5;0;0;42;43;29;42;4,2;2,5;;2,9;1,4;;1,5;2,3;;4,5;3;;5,8;1,5;;0,4;2,2;;1,8;3,8;;66,1;66,2;;68,7;54,7;;68,4;52,5;;994;937;914;873;986;94;91;79;89
